date;actual;prev;art
avr-19;6;2.457382987;69967240
mai-19;1;-0.122822518;69967240
juin-19;0;-0.737740799;69967240
juil-19;1;-0.02338641;69967240
ao–t-19;0;-0.61985493;69967240
nov-18;14;11.01929177;70234612
d‚c-18;10;11.00527192;70234612
janv-19;12;11.55863383;70234612
f‚vr-19;10;10.95899127;70234612
mars-19;16;10.92726243;70234612
avr-19;23;11.46385302;70234612
mai-19;13;10.84864943;70234612
juin-19;12;10.80282175;70234612
juil-19;10;11.3270025;70234612
ao–t-19;8;9.168137725;70234612
nov-18;3;7.980523023;70255584
d‚c-18;4;7.99577773;70255584
janv-19;8;10.64192007;70255584
f‚vr-19;0;10.74464213;70255584
mars-19;0;10.88816676;70255584
avr-19;1;11.06903724;70255584
mai-19;0;11.282761;70255584
juin-19;0;11.52391926;70255584
juil-19;1;11.78630432;70255584
ao–t-19;0;9.476516455;70255584
nov-18;5;10.05266006;70255703
d‚c-18;2;9.984085986;70255703
janv-19;3;13.8839934;70255703
f‚vr-19;-1;9.886614688;70255703
mars-19;0;9.861416187;70255703
avr-19;0;13.81015353;70255703
mai-19;0;9.866751609;70255703
juin-19;0;9.900014059;70255703
juil-19;0;13.9106888;70255703
ao–t-19;1;10.03137285;70255703
nov-18;229;204.186171;70255710
d‚c-18;242;204.2823894;70255710
janv-19;191;195.3804985;70255710
f‚vr-19;149;195.2057288;70255710
mars-19;194;194.9056376;70255710
avr-19;232;194.4906718;70255710
mai-19;216;193.9736885;70255710
juin-19;216;195.3888167;70255710
juil-19;157;194.7142558;70255710
ao–t-19;132;189.0923471;70255710
nov-18;129;121.2481471;70255724
d‚c-18;116;121.3564217;70255724
janv-19;109;125.1216532;70255724
f‚vr-19;161;125.101246;70255724
mars-19;225;125.022047;70255724
avr-19;203;124.8900417;70255724
mai-19;180;124.7126777;70255724
juin-19;157;124.4986115;70255724
juil-19;161;124.2574204;70255724
ao–t-19;113;120.2767545;70255724
nov-18;255;258.2274778;70255731
d‚c-18;233;258.56093;70255731
janv-19;155;218.5695766;70255731
f‚vr-19;242;258.8400487;70255731
mars-19;273;258.7783857;70255731
avr-19;274;258.581815;70255731
mai-19;311;258.2528685;70255731
juin-19;294;257.7964953;70255731
juil-19;297;257.2199551;70255731
ao–t-19;209;242.4274373;70255731
nov-18;170;143.7034348;70255745
d‚c-18;205;143.6094349;70255745
janv-19;115;143.4522236;70255745
f‚vr-19;132;143.239376;70255745
mars-19;157;142.9792147;70255745
avr-19;164;142.6805249;70255745
mai-19;180;142.3522684;70255745
juin-19;150;142.0033063;70255745
juil-19;150;141.6421387;70255745
ao–t-19;139;141.2766712;70255745
nov-18;637;595.2065235;70255752
d‚c-18;657;594.1384594;70255752
janv-19;541;592.7567558;70255752
f‚vr-19;559;591.0968975;70255752
mars-19;639;589.1982433;70255752
avr-19;698;587.1029878;70255752
mai-19;772;584.8550868;70255752
juin-19;445;582.4991786;70255752
juil-19;467;580.0795286;70255752
ao–t-19;309;468.6554065;70255752
nov-18;398;362.4712213;70255766
d‚c-18;382;361.9866587;70255766
janv-19;285;361.4837996;70255766
f‚vr-19;283;360.9797946;70255766
mars-19;349;360.4897895;70255766
avr-19;314;360.0265221;70255766
mai-19;338;359.6000142;70255766
juin-19;290;359.2173649;70255766
juil-19;376;358.882653;70255766
ao–t-19;299;358.5969499;70255766
nov-18;84;119.8248298;70326942
d‚c-18;41;103.9747223;70326942
janv-19;74;121.3756382;70326942
f‚vr-19;87;120.6179529;70326942
mars-19;107;125.2595313;70326942
avr-19;93;118.7954955;70326942
mai-19;128;135.4915144;70326942
juin-19;113;134.4345308;70326942
juil-19;127;133.3638003;70326942
ao–t-19;132;132.3036765;70326942
nov-18;0;-42.8885033;70334880
d‚c-18;0;-43.85658485;70334880
janv-19;0;-45.1092459;70334880
f‚vr-19;1;-46.62813872;70334880
mars-19;0;-48.38749564;70334880
avr-19;0;-50.35495374;70334880
mai-19;0;-52.49256826;70334880
juin-19;0;-54.75798291;70334880
juil-19;0;-57.10572079;70334880
ao–t-19;-1;-59.48855631;70334880
nov-18;2;2.321863379;70410830
d‚c-18;3;3.171171943;70410830
janv-19;0;0.549719239;70410830
f‚vr-19;4;2.452638207;70410830
mars-19;2;1.671110628;70410830
avr-19;3;2.454807126;70410830
mai-19;1;0.824106983;70410830
juin-19;3;2.490691335;70410830
juil-19;1;0.616408966;70410830
ao–t-19;0;0.778071024;70410830
nov-18;1;0.998986676;70410844
d‚c-18;3;2.731726185;70410844
janv-19;0;0.402269502;70410844
f‚vr-19;3;2.695636379;70410844
mars-19;1;1.101349213;70410844
avr-19;2;2.649264286;70410844
mai-19;2;2.623365226;70410844
juin-19;1;0.95841592;70410844
juil-19;1;0.86552505;70410844
ao–t-19;0;0.209612586;70410844
nov-18;0;0.140296636;70410851
d‚c-18;3;0.779575229;70410851
janv-19;0;0.082649462;70410851
f‚vr-19;0;0.157879389;70410851
mars-19;1;0.699297433;70410851
avr-19;0;0.066118805;70410851
mai-19;1;0.700513628;70410851
juin-19;0;0.065317064;70410851
juil-19;0;0.063370257;70410851
ao–t-19;1;0.694696399;70410851
nov-18;0;-101.420322;70603120
d‚c-18;1;-104.4299636;70603120
janv-19;0;-138.5955121;70603120
f‚vr-19;0;-117.4138953;70603120
mars-19;1;-117.095712;70603120
avr-19;0;-137.6754082;70603120
mai-19;1;-113.2692668;70603120
juin-19;7;-132.5076253;70603120
juil-19;15;-75.27644826;70603120
ao–t-19;8;-81.02786036;70603120
nov-18;4;3.764373137;70640080
d‚c-18;4;3.769396997;70640080
janv-19;5;5.308148613;70640080
f‚vr-19;6;7.769004668;70640080
mars-19;2;5.247300612;70640080
avr-19;5;5.251091771;70640080
mai-19;3;5.290979769;70640080
juin-19;3;5.337656924;70640080
juil-19;2;4.851336469;70640080
ao–t-19;3;4.312224376;70640080
nov-18;629;771.5184831;70755272
d‚c-18;755;880.8476179;70755272
janv-19;622;791.4238509;70755272
f‚vr-19;544;808.1093881;70755272
mars-19;480;810.1871531;70755272
avr-19;725;811.8069687;70755272
mai-19;734;891.3586232;70755272
juin-19;670;786.399274;70755272
juil-19;687;792.9277766;70755272
ao–t-19;636;800.3473334;70755272
nov-18;0;-2.521622637;70769104
d‚c-18;1;-2.550775119;70769104
janv-19;0;-2.568869959;70769104
f‚vr-19;0;-2.576951909;70769104
mars-19;0;-2.576611866;70769104
avr-19;0;-2.569945068;70769104
mai-19;0;-2.559490938;70769104
juin-19;0;-2.548156086;70769104
juil-19;0;-2.539122549;70769104
ao–t-19;0;-2.535743837;70769104
nov-18;130;123.7566965;70815633
d‚c-18;82;123.6809926;70815633
janv-19;115;123.5335248;70815633
f‚vr-19;146;123.3188631;70815633
mars-19;141;123.0434404;70815633
avr-19;161;122.7153878;70815633
mai-19;194;122.3443197;70815633
juin-19;174;121.9410718;70815633
juil-19;185;121.5174012;70815633
ao–t-19;190;121.085656;70815633
nov-18;249;266.3614302;70915145
d‚c-18;373;270.9529573;70915145
janv-19;258;266.8611072;70915145
f‚vr-19;238;270.0793719;70915145
mars-19;296;270.7117164;70915145
avr-19;295;269.691371;70915145
mai-19;334;274.8550379;70915145
juin-19;296;272.963577;70915145
juil-19;245;268.0115821;70915145
ao–t-19;263;278.8372541;70915145
nov-18;1;0.572048369;70968513
d‚c-18;0;-0.210971149;70968513
janv-19;0;-0.163787775;70968513
f‚vr-19;0;-0.171128432;70968513
mars-19;0;-0.31398881;70968513
avr-19;0;-0.287502196;70968513
mai-19;1;0.665343194;70968513
juin-19;1;0.693170303;70968513
juil-19;2;1.676484011;70968513
ao–t-19;0;-0.36722174;70968513
nov-18;0;0.005243003;70968520
d‚c-18;0;0.006582083;70968520
janv-19;0;0.024535135;70968520
f‚vr-19;0;0.025651523;70968520
mars-19;0;0.105529104;70968520
avr-19;0;0.313963038;70968520
mai-19;1;0.607134907;70968520
juin-19;1;0.607621195;70968520
juil-19;2;0.607961404;70968520
ao–t-19;0;0.012872446;70968520
nov-18;1;1.248974041;74457012
d‚c-18;0;0.8412343;74457012
janv-19;7;2.749112311;74457012
f‚vr-19;3;2.744855298;74457012
mars-19;9;2.47584317;74457012
avr-19;4;2.466677626;74457012
mai-19;5;2.455310051;74457012
juin-19;5;2.441967332;74457012
juil-19;4;2.426913824;74457012
ao–t-19;5;2.410445081;74457012
nov-18;53;50.53264994;74493160
d‚c-18;31;48.0813787;74493160
janv-19;38;50.70519367;74493160
f‚vr-19;38;49.87786526;74493160
mars-19;32;47.21352293;74493160
avr-19;20;43.43685425;74493160
mai-19;9;42.44700481;74493160
juin-19;4;40.10031107;74493160
juil-19;27;48.19909455;74493160
ao–t-19;39;47.14930761;74493160
nov-18;4;6.478029867;74493174
d‚c-18;3;6.510224626;74493174
janv-19;6;5.98948343;74493174
f‚vr-19;8;5.999758218;74493174
mars-19;5;5.998030462;74493174
avr-19;7;5.984009982;74493174
mai-19;13;5.957721569;74493174
juin-19;13;5.919503849;74493174
juil-19;13;6.055806376;74493174
ao–t-19;10;6.352559325;74493174
nov-18;229;276.3891348;74493384
d‚c-18;292;276.7448674;74493384
janv-19;306;277.1619707;74493384
f‚vr-19;343;277.6335345;74493384
mars-19;318;278.1512115;74493384
avr-19;425;278.7054644;74493384
mai-19;529;279.285845;74493384
juin-19;430;279.8812994;74493384
juil-19;436;280.480488;74493384
ao–t-19;399;281.072113;74493384
nov-18;90;98.80557253;74493405
d‚c-18;100;100.4760314;74493405
janv-19;112;104.1978048;74493405
f‚vr-19;109;101.232331;74493405
mars-19;136;102.6128027;74493405
avr-19;96;103.1665385;74493405
mai-19;107;99.95940087;74493405
juin-19;90;101.1298053;74493405
juil-19;97;101.5090196;74493405
ao–t-19;64;96.47642621;74493405
nov-18;102;93.20495228;74493412
d‚c-18;86;93.16605587;74493412
janv-19;57;84.85468089;74493412
f‚vr-19;47;76.47458073;74493412
mars-19;81;92.64580941;74493412
avr-19;85;92.35605207;74493412
mai-19;62;88.30654196;74493412
juin-19;47;75.23955585;74493412
juil-19;87;91.24464776;74493412
ao–t-19;57;82.62129329;74493412
nov-18;0;0.854799359;74508273
d‚c-18;0;0.89908995;74508273
janv-19;0;1.16352523;74508273
f‚vr-19;0;1.235844099;74508273
mars-19;0;1.320185991;74508273
avr-19;0;1.414893393;74508273
mai-19;2;1.518101195;74508273
juin-19;1;1.627775129;74508273
juil-19;0;1.538475683;74508273
ao–t-19;2;1.652243482;74508273
nov-18;232;393.3117395;74648364
d‚c-18;326;393.853524;74648364
janv-19;244;443.3256879;74648364
f‚vr-19;326;442.7579406;74648364
mars-19;447;573.3393864;74648364
avr-19;467;571.7178948;74648364
mai-19;502;569.6228907;74648364
juin-19;440;567.1057038;74648364
juil-19;342;444.4503781;74648364
ao–t-19;310;429.3701999;74648364
nov-18;23;210.0054664;75943840
d‚c-18;42;203.9734287;75943840
janv-19;48;236.3496878;75943840
f‚vr-19;28;243.5579797;75943840
mars-19;14;235.6181362;75943840
avr-19;2;227.5010073;75943840
mai-19;17;224.0696423;75943840
juin-19;12;216.2947716;75943840
juil-19;17;189.9189277;75943840
ao–t-19;3;183.3478016;75943840
nov-18;28;45.80347326;80055430
d‚c-18;22;46.62300787;80055430
janv-19;23;42.07470869;80055430
f‚vr-19;6;34.949124;80055430
mars-19;5;36.00287527;80055430
avr-19;4;37.084504;80055430
mai-19;26;46.293394;80055430
juin-19;16;39.22702725;80055430
juil-19;41;48.36301002;80055430
ao–t-19;1084;106.2827481;80055430
nov-18;210;111.5027215;80055451
d‚c-18;509;111.3274478;80055451
janv-19;179;112.1875377;80055451
f‚vr-19;227;112.2161477;80055451
mars-19;243;112.3603376;80055451
avr-19;220;112.6243194;80055451
mai-19;196;113.0083994;80055451
juin-19;198;112.5698066;80055451
juil-19;134;113.1792257;80055451
ao–t-19;76;104.9005994;80055451
nov-18;229;151.7683055;80104521
d‚c-18;79;152.3374919;80104521
janv-19;111;152.7964848;80104521
f‚vr-19;11;61.62201234;80104521
mars-19;1;61.80677763;80104521
avr-19;0;69.32655258;80104521
mai-19;1;61.6948172;80104521
juin-19;0;61.38511232;80104521
juil-19;1;68.39751665;80104521
ao–t-19;1;60.25872923;80104521
nov-18;120;243.9660955;80126506
d‚c-18;160;244.2049149;80126506
janv-19;125;244.3681055;80126506
f‚vr-19;138;244.4512406;80126506
mars-19;157;244.4518198;80126506
avr-19;176;244.3693378;80126506
mai-19;164;244.2053013;80126506
juin-19;172;243.9631933;80126506
juil-19;142;243.648386;80126506
ao–t-19;140;243.2680049;80126506
nov-18;16;8.062742422;80126507
d‚c-18;14;8.069427139;80126507
janv-19;24;7.20903496;80126507
f‚vr-19;20;7.20632409;80126507
mars-19;23;7.198943866;80126507
avr-19;14;7.187043088;80126507
mai-19;27;7.170866089;80126507
juin-19;16;7.150748396;80126507
juil-19;32;7.989512058;80126507
ao–t-19;18;7.962848972;80126507
nov-18;271;216.5199199;80126509
d‚c-18;324;216.624943;80126509
janv-19;222;216.629537;80126509
f‚vr-19;239;216.534494;80126509
mars-19;288;216.3429316;80126509
avr-19;359;216.0602093;80126509
mai-19;348;215.6937887;80126509
juin-19;286;215.2530375;80126509
juil-19;297;214.7489868;80126509
ao–t-19;260;214.1940451;80126509
nov-18;175;49.24204569;80127294
d‚c-18;134;48.96218294;80127294
janv-19;83;45.47872588;80127294
f‚vr-19;117;44.8656092;80127294
mars-19;912;44.1021681;80127294
avr-19;926;43.20298608;80127294
mai-19;1028;42.18503185;80127294
juin-19;967;41.06727572;80127294
juil-19;1124;39.87026499;80127294
ao–t-19;1082;38.61566857;80127294
nov-18;18;12.97545223;80127708
d‚c-18;19;12.98444081;80127708
janv-19;18;11.61499052;80127708
f‚vr-19;21;11.60796499;80127708
mars-19;26;11.59274936;80127708
avr-19;32;11.56943928;80127708
mai-19;16;11.53830075;80127708
juin-19;28;11.49977029;80127708
juil-19;26;11.45445054;80127708
ao–t-19;28;12.77364612;80127708
nov-18;3;0.722670089;80139255
d‚c-18;1;0.716096917;80139255
janv-19;2;0.402117068;80139255
f‚vr-19;4;0.388534917;80139255
mars-19;1;0.371821957;80139255
avr-19;3;0.352307985;80139255
mai-19;2;0.330374211;80139255
juin-19;2;0.306444548;80139255
juil-19;2;0.280975976;80139255
ao–t-19;1;0.2544482;80139255
nov-18;0;0;80139650
d‚c-18;0;0;80139650
janv-19;0;0;80139650
f‚vr-19;6;0;80139650
mars-19;103;0;80139650
avr-19;97;0;80139650
mai-19;166;0;80139650
juin-19;183;0;80139650
juil-19;177;0;80139650
ao–t-19;168;0;80139650
nov-18;200;0;81997131
d‚c-18;723;0;81997131
janv-19;383;0;81997131
f‚vr-19;247;0;81997131
mars-19;267;0;81997131
avr-19;213;0;81997131
mai-19;148;0;81997131
juin-19;116;0;81997131
juil-19;88;0;81997131
ao–t-19;52;0;81997131
nov-18;56;0.361335044;82006839
d‚c-18;104;0.358048459;82006839
janv-19;59;0.201058534;82006839
f‚vr-19;30;0.194267459;82006839
mars-19;27;0.185910978;82006839
avr-19;28;0.176153993;82006839
mai-19;19;0.165187106;82006839
juin-19;19;0.153222274;82006839
juil-19;26;0.140487988;82006839
ao–t-19;25;0.1272241;82006839
nov-18;0;0;82007550
d‚c-18;0;0;82007550
janv-19;0;0;82007550
f‚vr-19;0;0;82007550
mars-19;0;0;82007550
avr-19;0;0;82007550
mai-19;0;0;82007550
juin-19;0;0;82007550
juil-19;0;0;82007550
ao–t-19;0;0;82007550
nov-18;980;18.06675221;82010151
d‚c-18;1038;17.90242294;82010151
janv-19;171;10.05292671;82010151
f‚vr-19;26;9.713372935;82010151
mars-19;8;9.295548919;82010151
avr-19;5;8.807699635;82010151
mai-19;1;8.259355281;82010151
juin-19;-1;7.661113708;82010151
juil-19;14;7.024399407;82010151
ao–t-19;11;6.361205011;82010151
nov-18;0;0;82025179
d‚c-18;0;0;82025179
janv-19;0;0;82025179
f‚vr-19;3;0;82025179
mars-19;1;0;82025179
avr-19;5;0;82025179
mai-19;16;0;82025179
juin-19;23;0;82025179
juil-19;39;0;82025179
ao–t-19;36;0;82025179
nov-18;0;0;82025181
d‚c-18;1;0;82025181
janv-19;0;0;82025181
f‚vr-19;0;0;82025181
mars-19;0;0;82025181
avr-19;0;0;82025181
mai-19;0;0;82025181
juin-19;0;0;82025181
juil-19;0;0;82025181
ao–t-19;0;0;82025181
nov-18;0;0;82025182
d‚c-18;0;0;82025182
janv-19;0;0;82025182
f‚vr-19;0;0;82025182
mars-19;0;0;82025182
avr-19;0;0;82025182
mai-19;1;0;82025182
juin-19;1;0;82025182
juil-19;0;0;82025182
ao–t-19;0;0;82025182
nov-18;0;0;82025183
d‚c-18;0;0;82025183
janv-19;0;0;82025183
f‚vr-19;1;0;82025183
mars-19;1;0;82025183
avr-19;0;0;82025183
mai-19;0;0;82025183
juin-19;0;0;82025183
juil-19;1;0;82025183
ao–t-19;0;0;82025183
nov-18;0;0;82025184
d‚c-18;0;0;82025184
janv-19;0;0;82025184
f‚vr-19;1;0;82025184
mars-19;0;0;82025184
avr-19;1;0;82025184
mai-19;0;0;82025184
juin-19;1;0;82025184
juil-19;2;0;82025184
ao–t-19;0;0;82025184
nov-18;0;0;82025185
d‚c-18;0;0;82025185
janv-19;0;0;82025185
f‚vr-19;0;0;82025185
mars-19;0;0;82025185
avr-19;0;0;82025185
mai-19;0;0;82025185
juin-19;0;0;82025185
juil-19;2;0;82025185
ao–t-19;2;0;82025185
nov-18;0;0;82025186
d‚c-18;0;0;82025186
janv-19;0;0;82025186
f‚vr-19;0;0;82025186
mars-19;0;0;82025186
avr-19;0;0;82025186
mai-19;0;0;82025186
juin-19;0;0;82025186
juil-19;1;0;82025186
ao–t-19;0;0;82025186
nov-18;0;0;82025187
d‚c-18;0;0;82025187
janv-19;0;0;82025187
f‚vr-19;2;0;82025187
mars-19;0;0;82025187
avr-19;0;0;82025187
mai-19;0;0;82025187
juin-19;0;0;82025187
juil-19;1;0;82025187
ao–t-19;0;0;82025187
nov-18;0;0;82025188
d‚c-18;0;0;82025188
janv-19;0;0;82025188
f‚vr-19;0;0;82025188
mars-19;0;0;82025188
avr-19;1;0;82025188
mai-19;0;0;82025188
juin-19;1;0;82025188
juil-19;0;0;82025188
ao–t-19;0;0;82025188
nov-18;0;0;82025189
d‚c-18;0;0;82025189
janv-19;0;0;82025189
f‚vr-19;2;0;82025189
mars-19;0;0;82025189
avr-19;2;0;82025189
mai-19;0;0;82025189
juin-19;0;0;82025189
juil-19;0;0;82025189
ao–t-19;4;0;82025189
nov-18;0;0;82025199
d‚c-18;0;0;82025199
janv-19;0;0;82025199
f‚vr-19;0;0;82025199
mars-19;0;0;82025199
avr-19;0;0;82025199
mai-19;1;0;82025199
juin-19;2;0;82025199
juil-19;2;0;82025199
ao–t-19;4;0;82025199
nov-18;0;0;82025200
d‚c-18;0;0;82025200
janv-19;0;0;82025200
f‚vr-19;0;0;82025200
mars-19;0;0;82025200
avr-19;0;0;82025200
mai-19;4;0;82025200
juin-19;1;0;82025200
juil-19;0;0;82025200
ao–t-19;0;0;82025200
nov-18;0;0;82025201
d‚c-18;0;0;82025201
janv-19;0;0;82025201
f‚vr-19;0;0;82025201
mars-19;2;0;82025201
avr-19;0;0;82025201
mai-19;0;0;82025201
juin-19;0;0;82025201
juil-19;0;0;82025201
ao–t-19;0;0;82025201
nov-18;0;0;82025202
d‚c-18;0;0;82025202
janv-19;0;0;82025202
f‚vr-19;0;0;82025202
mars-19;0;0;82025202
avr-19;0;0;82025202
mai-19;0;0;82025202
juin-19;1;0;82025202
juil-19;0;0;82025202
ao–t-19;0;0;82025202
nov-18;0;0;82025204
d‚c-18;0;0;82025204
janv-19;0;0;82025204
f‚vr-19;0;0;82025204
mars-19;0;0;82025204
avr-19;1;0;82025204
mai-19;1;0;82025204
juin-19;0;0;82025204
juil-19;0;0;82025204
ao–t-19;0;0;82025204
nov-18;0;0;82025205
d‚c-18;0;0;82025205
janv-19;0;0;82025205
f‚vr-19;0;0;82025205
mars-19;4;0;82025205
avr-19;2;0;82025205
mai-19;0;0;82025205
juin-19;1;0;82025205
juil-19;1;0;82025205
ao–t-19;1;0;82025205
nov-18;0;0;82025206
d‚c-18;0;0;82025206
janv-19;0;0;82025206
f‚vr-19;1;0;82025206
mars-19;7;0;82025206
avr-19;8;0;82025206
mai-19;2;0;82025206
juin-19;3;0;82025206
juil-19;3;0;82025206
ao–t-19;1;0;82025206
nov-18;0;0;82025210
d‚c-18;0;0;82025210
janv-19;0;0;82025210
f‚vr-19;0;0;82025210
mars-19;1;0;82025210
avr-19;0;0;82025210
mai-19;0;0;82025210
juin-19;0;0;82025210
juil-19;0;0;82025210
ao–t-19;0;0;82025210
nov-18;0;0;82025211
d‚c-18;0;0;82025211
janv-19;1;0;82025211
f‚vr-19;1;0;82025211
mars-19;0;0;82025211
avr-19;0;0;82025211
mai-19;0;0;82025211
juin-19;0;0;82025211
juil-19;0;0;82025211
ao–t-19;0;0;82025211
nov-18;0;0;82025212
d‚c-18;0;0;82025212
janv-19;0;0;82025212
f‚vr-19;0;0;82025212
mars-19;0;0;82025212
avr-19;0;0;82025212
mai-19;0;0;82025212
juin-19;1;0;82025212
juil-19;0;0;82025212
ao–t-19;1;0;82025212
nov-18;0;0;82025213
d‚c-18;0;0;82025213
janv-19;0;0;82025213
f‚vr-19;0;0;82025213
mars-19;0;0;82025213
avr-19;0;0;82025213
mai-19;1;0;82025213
juin-19;0;0;82025213
juil-19;1;0;82025213
ao–t-19;0;0;82025213
nov-18;0;0;82025216
d‚c-18;0;0;82025216
janv-19;0;0;82025216
f‚vr-19;0;0;82025216
mars-19;0;0;82025216
avr-19;0;0;82025216
mai-19;0;0;82025216
juin-19;1;0;82025216
juil-19;1;0;82025216
ao–t-19;1;0;82025216
nov-18;0;0;82025218
d‚c-18;0;0;82025218
janv-19;0;0;82025218
f‚vr-19;2;0;82025218
mars-19;0;0;82025218
avr-19;1;0;82025218
mai-19;0;0;82025218
juin-19;0;0;82025218
juil-19;1;0;82025218
ao–t-19;1;0;82025218
nov-18;0;0;82025219
d‚c-18;0;0;82025219
janv-19;0;0;82025219
f‚vr-19;0;0;82025219
mars-19;0;0;82025219
avr-19;0;0;82025219
mai-19;0;0;82025219
juin-19;0;0;82025219
juil-19;0;0;82025219
ao–t-19;2;0;82025219
nov-18;0;0;82025220
d‚c-18;0;0;82025220
janv-19;1;0;82025220
f‚vr-19;1;0;82025220
mars-19;0;0;82025220
avr-19;1;0;82025220
mai-19;2;0;82025220
juin-19;0;0;82025220
juil-19;0;0;82025220
ao–t-19;0;0;82025220
nov-18;0;0;82034175
d‚c-18;0;0;82034175
janv-19;0;0;82034175
f‚vr-19;9;0;82034175
mars-19;836;0;82034175
avr-19;586;0;82034175
mai-19;208;0;82034175
juin-19;134;0;82034175
juil-19;133;0;82034175
ao–t-19;123;0;82034175
nov-18;0;0;82038871
d‚c-18;0;0;82038871
janv-19;0;0;82038871
f‚vr-19;0;0;82038871
mars-19;1;0;82038871
avr-19;1;0;82038871
mai-19;0;0;82038871
juin-19;0;0;82038871
juil-19;0;0;82038871
ao–t-19;0;0;82038871
nov-18;0;0;82039275
d‚c-18;0;0;82039275
janv-19;0;0;82039275
f‚vr-19;1;0;82039275
mars-19;0;0;82039275
avr-19;1;0;82039275
mai-19;2;0;82039275
juin-19;0;0;82039275
juil-19;1;0;82039275
ao–t-19;0;0;82039275
nov-18;0;0;82039321
d‚c-18;0;0;82039321
janv-19;0;0;82039321
f‚vr-19;0;0;82039321
mars-19;0;0;82039321
avr-19;2;0;82039321
mai-19;4;0;82039321
juin-19;8;0;82039321
juil-19;6;0;82039321
ao–t-19;14;0;82039321
nov-18;0;0;82039323
d‚c-18;0;0;82039323
janv-19;0;0;82039323
f‚vr-19;0;0;82039323
mars-19;0;0;82039323
avr-19;6;0;82039323
mai-19;1;0;82039323
juin-19;4;0;82039323
juil-19;9;0;82039323
ao–t-19;4;0;82039323
nov-18;0;0;82039325
d‚c-18;1;0;82039325
janv-19;2;0;82039325
f‚vr-19;1;0;82039325
mars-19;2;0;82039325
avr-19;0;0;82039325
mai-19;0;0;82039325
juin-19;1;0;82039325
juil-19;1;0;82039325
ao–t-19;2;0;82039325
nov-18;0;0;82039326
d‚c-18;0;0;82039326
janv-19;0;0;82039326
f‚vr-19;0;0;82039326
mars-19;0;0;82039326
avr-19;1;0;82039326
mai-19;3;0;82039326
juin-19;0;0;82039326
juil-19;1;0;82039326
ao–t-19;1;0;82039326
nov-18;0;0;82039327
d‚c-18;0;0;82039327
janv-19;0;0;82039327
f‚vr-19;1;0;82039327
mars-19;4;0;82039327
avr-19;0;0;82039327
mai-19;1;0;82039327
juin-19;0;0;82039327
juil-19;2;0;82039327
ao–t-19;0;0;82039327
nov-18;0;0;82039328
d‚c-18;0;0;82039328
janv-19;0;0;82039328
f‚vr-19;0;0;82039328
mars-19;0;0;82039328
avr-19;0;0;82039328
mai-19;0;0;82039328
juin-19;1;0;82039328
juil-19;0;0;82039328
ao–t-19;3;0;82039328
nov-18;0;0;82039331
d‚c-18;0;0;82039331
janv-19;1;0;82039331
f‚vr-19;1;0;82039331
mars-19;1;0;82039331
avr-19;1;0;82039331
mai-19;0;0;82039331
juin-19;1;0;82039331
juil-19;0;0;82039331
ao–t-19;1;0;82039331
nov-18;0;0;82039332
d‚c-18;0;0;82039332
janv-19;0;0;82039332
f‚vr-19;0;0;82039332
mars-19;0;0;82039332
avr-19;0;0;82039332
mai-19;1;0;82039332
juin-19;0;0;82039332
juil-19;0;0;82039332
ao–t-19;0;0;82039332
nov-18;0;0;82039333
d‚c-18;0;0;82039333
janv-19;1;0;82039333
f‚vr-19;0;0;82039333
mars-19;1;0;82039333
avr-19;1;0;82039333
mai-19;0;0;82039333
juin-19;0;0;82039333
juil-19;2;0;82039333
ao–t-19;3;0;82039333
nov-18;0;0;82039334
d‚c-18;0;0;82039334
janv-19;4;0;82039334
f‚vr-19;8;0;82039334
mars-19;3;0;82039334
avr-19;6;0;82039334
mai-19;3;0;82039334
juin-19;2;0;82039334
juil-19;2;0;82039334
ao–t-19;2;0;82039334
nov-18;0;0;82039335
d‚c-18;0;0;82039335
janv-19;0;0;82039335
f‚vr-19;0;0;82039335
mars-19;0;0;82039335
avr-19;0;0;82039335
mai-19;0;0;82039335
juin-19;0;0;82039335
juil-19;0;0;82039335
ao–t-19;2;0;82039335
nov-18;0;0;82039336
d‚c-18;1;0;82039336
janv-19;0;0;82039336
f‚vr-19;0;0;82039336
mars-19;0;0;82039336
avr-19;1;0;82039336
mai-19;2;0;82039336
juin-19;3;0;82039336
juil-19;2;0;82039336
ao–t-19;1;0;82039336
nov-18;0;0;82039337
d‚c-18;0;0;82039337
janv-19;0;0;82039337
f‚vr-19;0;0;82039337
mars-19;0;0;82039337
avr-19;3;0;82039337
mai-19;5;0;82039337
juin-19;16;0;82039337
juil-19;13;0;82039337
ao–t-19;5;0;82039337
nov-18;0;0;82039338
d‚c-18;0;0;82039338
janv-19;0;0;82039338
f‚vr-19;0;0;82039338
mars-19;1;0;82039338
avr-19;1;0;82039338
mai-19;1;0;82039338
juin-19;1;0;82039338
juil-19;3;0;82039338
ao–t-19;2;0;82039338
nov-18;0;0;82039339
d‚c-18;0;0;82039339
janv-19;1;0;82039339
f‚vr-19;0;0;82039339
mars-19;1;0;82039339
avr-19;0;0;82039339
mai-19;0;0;82039339
juin-19;4;0;82039339
juil-19;4;0;82039339
ao–t-19;1;0;82039339
nov-18;0;0;82039340
d‚c-18;0;0;82039340
janv-19;1;0;82039340
f‚vr-19;0;0;82039340
mars-19;1;0;82039340
avr-19;0;0;82039340
mai-19;1;0;82039340
juin-19;3;0;82039340
juil-19;4;0;82039340
ao–t-19;0;0;82039340
